incremental_id,event_type,description,event_date,status,date_reported,id
2063,Kidnapping,Call garden inside wear anyone trouble establish fear positive reach.,2007-03-14,Investigating,2023-12-04,673ef5fd16ba72172e001234
2064,Theft,Eight offer bit idea stay area fish somebody man medical then.,2011-06-12,Closed,2006-02-04,673ef5fdf8bf09f5fc001234
2065,Attempt,Model table win others go since great machine agency perhaps bill situation look.,2024-06-24,Investigating,2007-03-28,673ef5fd0ae3f79a30001234
2066,Theft,Back network difficult meeting want nearly share current clear source sit analysis.,2005-04-09,Investigating,2007-08-03,673ef5fd6f4920ea25001234
2067,Murder,Piece agree kitchen person clear member election.,2020-06-08,Investigating,2011-12-18,673ef5fdb5f1e8fb36001234
2068,Murder,Operation else identify guy each talk game woman free administration drug analysis.,2023-04-01,Closed,2021-03-27,673ef5fd814a9c18f5001234
2069,Attempt,Class culture reach behind act on choose month draw tonight quality consider apply.,2023-10-11,Investigating,2018-06-06,673ef5fd325995af77001234
2070,Murder,Enter health language structure role idea later.,2016-01-03,Investigating,2005-08-25,673ef5fd296472c954001234
2071,Kidnapping,Wife star this everyone claim positive high visit.,2006-07-11,Pending,2021-06-25,673ef5fdfb2e203234001234
2072,Theft,Need seat available house season wrong final old great behind party.,2005-10-15,Pending,2010-03-04,673ef5fd07cb5f8650001234
2073,Murder,Score art pick sound film value decide contain several people president federal.,2024-02-29,Pending,2014-08-27,673ef5fd4b86abe48d001234
2074,Theft,Name be wear drug hundred perform little theory.,2018-01-04,Closed,2011-04-17,673ef5fd1f4fe6a441001234
2075,Theft,One inside similar town manage debate continue painting Congress reveal.,2022-02-19,Pending,2012-11-09,673ef5fdcbef463210001234
2076,Kidnapping,So these here grow discussion reality room image it today.,2010-12-10,Investigating,2006-08-29,673ef5fd6492d38d73001234
2077,Theft,Region mean name study order rich happen good truth civil suddenly the democratic.,2006-08-18,Closed,2022-05-02,673ef5fd819e3d6c13001234
2078,Kidnapping,Quality police beat early ball suddenly responsibility information.,2014-07-22,Closed,2021-03-13,673ef5fdf410588e48001234
2079,Kidnapping,Lawyer position guy do herself leg push.,2018-05-06,Investigating,2015-05-03,673ef5fd654ad60ebd001234
2080,Theft,Home him source fire ok nor long little.,2023-07-06,Investigating,2006-08-28,673ef5fd54ff9e9e3a001234
2081,Kidnapping,Car fish white strong recently hard upon of eat reason order.,2022-02-15,Pending,2005-01-10,673ef5fd0070d23b06001234
2082,Theft,Another force authority wind individual reach current history newspaper tax star left.,2015-08-30,Pending,2011-10-17,673ef5fd850af92f8d001234
2083,Attempt,Quickly here customer I out form money environment.,2010-08-02,Pending,2012-01-29,673ef5fd3e9e39fed3001234
2084,Murder,Thing model suffer Democrat section serve professional imagine still network.,2016-10-05,Pending,2018-11-13,673ef5fda088ea2078001234
2085,Murder,Partner camera article assume on assume television hit whether TV suddenly fight remain.,2008-07-31,Pending,2005-06-17,673ef5fde0a209539d001234
2086,Murder,She morning model win forget beat share often anyone.,2013-01-20,Pending,2024-04-09,673ef5fdf80ff32e08001234
2087,Theft,Look onto member finally parent identify study office agreement office capital management probably.,2012-10-23,Pending,2024-04-05,673ef5fd4d6b3e38b9001234
2088,Murder,Early picture have director today her drive have a.,2008-07-28,Closed,2021-12-26,673ef5fdd3a7f48c12001234
2089,Kidnapping,Yourself whose rock some ask purpose discuss government.,2008-01-06,Pending,2019-02-12,673ef5fdbf424cb7b0001234
2090,Kidnapping,Indeed language particularly lay reach performance we mind beyond ability must investment keep.,2012-08-31,Closed,2005-08-19,673ef5fd26f5bd4aa6001234
2091,Attempt,Tend among sign protect say have dog but ability person.,2019-06-28,Investigating,2020-08-09,673ef5fd0b1ec36692001234
2092,Theft,Peace happen still raise Congress design sing role.,2013-12-29,Pending,2021-10-05,673ef5fd801272ee79001234
2093,Kidnapping,Along commercial agree best case to.,2021-10-29,Investigating,2018-01-29,673ef5fdb2ab001909001234
2094,Kidnapping,Order remember wear imagine a stuff pressure time agency play.,2024-04-14,Closed,2022-02-11,673ef5fdcf2226ddd4001234
2095,Murder,Establish physical return event official apply smile produce shake politics.,2014-04-06,Pending,2016-05-14,673ef5fd2cd4e8a2ce001234
2096,Attempt,Card claim say use development trip do employee those series.,2022-04-12,Investigating,2009-02-19,673ef5fd194cf6c2de001234
2097,Theft,Candidate line order health election simply.,2021-05-07,Closed,2017-02-20,673ef5fda03fa30821001234
2098,Attempt,Onto line according north goal machine threat evening.,2018-03-14,Closed,2014-07-15,673ef5fda1d7311f2a001234
2099,Murder,Feeling ever despite people base theory eight.,2008-08-18,Closed,2010-09-25,673ef5fd978d76676f001234
2100,Theft,Late at discover kind main law rise service Mrs threat green.,2013-10-30,Investigating,2012-03-26,673ef5fd2cad8fa47b001234
2101,Kidnapping,Red billion visit smile operation now gun mother move eat.,2005-06-21,Pending,2011-11-05,673ef5fdc5866e93ca001234
2102,Kidnapping,Lot friend goal effect return carry final cold foreign perform because little.,2018-05-26,Pending,2007-06-20,673ef5fd8232e119d8001234
2103,Kidnapping,Past generation character science spring strategy network military.,2021-02-21,Closed,2024-09-24,673ef5fd7b1ce3d73b001234
2104,Theft,Benefit far energy vote consider sort.,2015-05-28,Investigating,2023-06-07,673ef5fde7e2367048001234
2105,Theft,Current under economy floor yard government agree place enough deal because rest thing.,2015-12-06,Pending,2023-08-20,673ef5fd24f0d2c904001234
2106,Attempt,Skill who walk none glass down board concern attorney talk.,2009-10-09,Pending,2013-03-01,673ef5fdc6335734db001234
2107,Murder,Play window require rule cultural establish wide might true.,2018-06-18,Pending,2011-12-08,673ef5fd9185f3ec50001234
2108,Theft,Hospital water author however then performance increase.,2008-03-17,Pending,2016-07-04,673ef5fd931af58357001234
2109,Kidnapping,Their allow professional arrive hospital main again out effect.,2009-09-11,Investigating,2015-12-31,673ef5fd05546b0e38001234
2110,Murder,Economic experience decide cost him air race collection couple always apply population.,2005-12-01,Pending,2024-10-19,673ef5fdc3535febaf001234
2111,Murder,Common success expect cut method join deal remember.,2017-08-01,Investigating,2007-01-06,673ef5fd1a0a283bfe001234
2112,Attempt,Decide sense free know civil child everybody over.,2024-10-05,Closed,2024-03-22,673ef5fda29d159802001234
2113,Theft,Resource easy risk not mind successful suggest teacher other success significant.,2009-12-05,Pending,2006-05-23,673ef5fd01931a6925001234
2114,Attempt,Third bad let cause interesting travel late forget son cultural name well reason.,2012-06-14,Closed,2013-01-06,673ef5fd51174add1c001234
2115,Attempt,Stock government likely key science from will mission market question soon.,2023-08-07,Closed,2017-04-05,673ef5fdbdc4626aa1001234
2116,Murder,Sort bill case practice parent director should record gun any million energy almost.,2016-09-15,Investigating,2007-07-10,673ef5fd4ba3c163cd001234
2117,Theft,Consumer decide chair environmental feeling put manage message report music movie.,2006-09-17,Investigating,2005-09-21,673ef5fd3937230de3001234
2118,Theft,Nation reach off natural model book protect camera enough term statement thank.,2018-05-23,Investigating,2024-06-21,673ef5fd92bbd31f8e001234
2119,Murder,Good film trial prevent doctor per about dog yes.,2018-10-13,Pending,2016-07-09,673ef5fd1b5230e3ea001234
2120,Kidnapping,Thought collection follow skin site treatment how dinner kind part.,2013-06-17,Closed,2019-02-11,673ef5fd44cd7a8f7f001234
2121,Kidnapping,Food note time page available figure quickly wear natural national must.,2022-03-29,Closed,2014-01-14,673ef5fd02b1be0d48001234
2122,Attempt,Finally interest instead without window letter.,2021-02-01,Investigating,2005-05-04,673ef5fdabdbeb4d8d001234
2123,Theft,Resource activity whether politics result explain.,2011-06-24,Closed,2007-05-01,673ef5fd5a1e3a5aed001234
2124,Theft,All future special behind discussion water Mrs.,2016-04-12,Investigating,2009-02-08,673ef5fdef41d48875001234
2125,Murder,Stand ready different society offer water.,2013-10-23,Investigating,2007-06-08,673ef5fda012869311001234
2126,Attempt,Official nice western need support send one room hear.,2019-05-25,Investigating,2023-09-12,673ef5fd3b92d18aa7001234
2127,Kidnapping,Understand determine air woman thank learn how mind property line magazine mention.,2014-10-04,Investigating,2018-06-30,673ef5fd5227b6aaf2001234
2128,Kidnapping,Guy soldier today get focus short idea indeed method degree really mean pay.,2006-12-07,Investigating,2005-05-25,673ef5fdbd5af7cd92001234
2129,Kidnapping,First develop he knowledge serve reveal.,2013-06-21,Investigating,2012-12-27,673ef5fdcd4bb35c75001234
2130,Murder,Research pattern single party argue until American history finally answer good.,2007-02-03,Investigating,2010-08-12,673ef5fdf15d337c70001234
2131,Attempt,Lot finally machine finish leave professor news choice performance wrong eat offer.,2021-09-08,Closed,2023-04-29,673ef5fda869ccbcbd001234
2132,Theft,Which option push social meeting standard training.,2007-11-25,Closed,2008-06-14,673ef5fdf6e794a75c001234
2133,Murder,Resource collection building best sort focus suffer detail.,2009-08-29,Pending,2023-03-31,673ef5fdc902b497eb001234
2134,Murder,Job hear high blue effect religious need.,2013-06-10,Pending,2024-09-12,673ef5fdfca0789e78001234
2135,Attempt,Yeah between themselves respond light plan particularly even itself.,2012-12-17,Closed,2023-08-17,673ef5fd9a49a25d84001234
2136,Theft,Economy wind soon voice music detail wife low main least against.,2008-07-24,Pending,2017-09-20,673ef5fd4e62e752ae001234
2137,Attempt,Current whole chair provide hold personal plan.,2008-04-09,Closed,2012-01-30,673ef5fd9bb6dee73b001234
2138,Kidnapping,Recognize exist edge me once collection.,2004-12-28,Closed,2013-09-26,673ef5fd1943102704001234
2139,Murder,Try senior require everyone type page against allow market artist street hot.,2023-04-01,Pending,2007-12-16,673ef5fd37d097caf1001234
2140,Murder,Image team economy upon building read especially create indeed together where morning show.,2019-10-05,Closed,2017-06-15,673ef5fd23c97e9cb9001234
2141,Theft,Western Democrat role dog from bag season they.,2008-11-08,Investigating,2023-05-10,673ef5fd5d6646aad9001234
2142,Theft,Cell doctor clear join film reveal fact owner.,2006-09-22,Investigating,2013-06-07,673ef5fd2a34abd6eb001234
2143,Murder,Information area instead soon energy understand.,2024-07-15,Pending,2019-06-23,673ef5fd9f44e956e3001234
2144,Theft,Find among strategy more contain stock face involve per positive bit arrive.,2011-02-14,Pending,2016-05-22,673ef5fd7dc1c7653a001234
2145,Murder,Official argue significant since concern third star the enjoy inside fight series.,2022-07-24,Pending,2015-10-29,673ef5fdc182f930a0001234
2146,Murder,Condition per least year fine then remember discuss provide class oil sure.,2024-01-02,Closed,2014-06-01,673ef5fd936a40b7e8001234
2147,Theft,To option similar window pressure weight.,2010-12-20,Investigating,2008-05-03,673ef5fd0d73a25092001234
2148,Attempt,Everything yourself theory where always too use maintain prove institution plan.,2013-04-09,Pending,2020-04-27,673ef5fde21e4e58ad001234
2149,Theft,Him enter record total stage him.,2008-02-10,Pending,2008-06-06,673ef5fdd30960ce77001234
2150,Attempt,Face teacher operation line cause young these address southern situation half.,2012-02-26,Pending,2017-09-16,673ef5fd24917db15c001234
2151,Kidnapping,Continue region major second according positive window.,2014-05-30,Closed,2015-10-14,673ef5fd350db081a6001234
2152,Murder,Successful young imagine go movie down drug.,2010-10-11,Investigating,2014-01-16,673ef5fda486cd07e4001234
2153,Theft,Material half medical great police continue.,2006-06-01,Pending,2015-09-12,673ef5fdcb8da67674001234
2154,Murder,Industry put season scientist site page another think chair training technology less.,2021-04-28,Pending,2010-12-17,673ef5fd1e8c391abf001234
2155,Kidnapping,Law science where wide note event mouth character agency.,2021-04-16,Pending,2005-05-02,673ef5fda381c2c35c001234
2156,Theft,Include third speak top mother effort the other ago soon return.,2023-06-16,Closed,2013-10-03,673ef5fdee26fc66b1001234
2157,Theft,Law others stock artist group doctor nature its social exist.,2020-03-19,Closed,2015-06-18,673ef5fdd542599794001234
2158,Kidnapping,Note thing mean development interest exist those without blood whatever practice success debate.,2004-12-05,Pending,2016-10-07,673ef5fd697e382cfd001234
2159,Murder,Upon difficult resource two point car rather together.,2015-12-02,Pending,2022-05-12,673ef5fdddd9dda6bf001234
2160,Murder,Analysis record notice capital window wall say cut learn compare trial surface.,2022-10-18,Closed,2017-04-26,673ef5fd1819932ff5001234
2161,Theft,Win remain take early animal decade put late simply.,2007-04-30,Pending,2008-01-25,673ef5fd333ac5d908001234
2162,Murder,Eight film tend design good site ability statement make only reality vote.,2020-07-05,Closed,2010-02-28,673ef5fd86e78499ee001234
2163,Kidnapping,Little drug identify parent herself do four crime west often behavior.,2014-03-21,Pending,2011-04-07,673ef5fd6e5025ccc7001234
2164,Attempt,Note baby mean rate dream technology.,2018-05-25,Closed,2024-04-29,673ef5fdc3e4035af2001234
2165,Kidnapping,Both near four college beat cover interesting usually TV.,2010-02-15,Closed,2012-03-08,673ef5fd8929c70f8d001234
2166,Attempt,Yard son really sing prevent see play dog down.,2012-06-20,Pending,2005-08-21,673ef5fd32e05616c8001234
2167,Attempt,Sort result treatment thing recently authority evidence nature seven quite it growth much.,2020-10-30,Investigating,2016-03-05,673ef5fd2596a54cdb001234
2168,Attempt,Audience situation usually one oil accept response whole baby those.,2015-03-29,Investigating,2022-06-03,673ef5fd41e7637e7b001234
2169,Theft,Heavy next season significant administration goal hospital spring alone woman down west.,2007-01-16,Pending,2009-11-06,673ef5fdbd0cc810b5001234
2170,Attempt,Walk character his scientist pressure later western rule.,2006-08-11,Pending,2005-01-26,673ef5fd88a839f2f6001234
2171,Theft,Usually identify western government tree trial sea find family concern employee course animal.,2016-09-12,Closed,2007-05-18,673ef5fdf8e59f4b2f001234
2172,Kidnapping,Whose for wide surface rise affect Mr free must father understand.,2006-05-05,Pending,2020-07-26,673ef5fd9978b7063e001234
2173,Kidnapping,Catch rule add girl fill factor professional price risk board agreement case those.,2010-02-05,Pending,2006-06-22,673ef5fd7bc1ec1d9c001234
2174,Murder,So already open medical position affect address whole chair official.,2021-10-23,Pending,2020-01-02,673ef5fdd1a21da7bc001234
2175,Murder,Nearly power popular letter I sit let.,2012-11-19,Pending,2019-09-18,673ef5fd211c1e0b83001234
2176,Kidnapping,Then different four movie show over fire.,2007-03-11,Investigating,2012-07-22,673ef5fd0234c510bc001234
2177,Theft,Or rather imagine night require sport such cup.,2015-05-30,Closed,2016-07-02,673ef5fdbb1662b7c5001234
2178,Theft,Turn account form likely far onto law growth remember sort.,2007-11-15,Closed,2015-07-12,673ef5fd169779d385001234
2179,Kidnapping,Machine program type focus behind year response them walk house expect.,2022-01-14,Pending,2021-01-23,673ef5fd12b1e42dc0001234
2180,Kidnapping,Move through site miss although quickly who little next most.,2021-03-20,Closed,2017-06-12,673ef5fd3a1dd98341001234
2181,Attempt,Off choose smile protect season turn leader energy skill cultural course business deep.,2017-06-30,Investigating,2013-08-01,673ef5fd100d9f30ca001234
2182,Kidnapping,Significant operation couple someone government somebody lead magazine throughout development.,2014-02-13,Closed,2008-03-14,673ef5fdd51b416788001234
2183,Theft,Senior gas other hand including religious allow bring provide investment certainly raise.,2005-04-24,Investigating,2015-07-01,673ef5fd2056d8c1de001234
2184,Kidnapping,Dog believe each indeed great rest arm her.,2004-11-23,Investigating,2020-01-30,673ef5fd00a03ec653001234
2185,Theft,One federal take they best fall Democrat something seven lead opportunity idea.,2017-11-07,Closed,2008-04-11,673ef5fdf12ee9734e001234
2186,Murder,Road feel turn same since close.,2024-06-09,Pending,2009-05-13,673ef5fd81b3833e25001234
2187,Theft,Once foreign phone thank professor herself near successful.,2013-03-12,Closed,2009-04-15,673ef5fde2ad76f232001234
2188,Kidnapping,Where with surface cup world across sister almost tell moment.,2007-02-27,Pending,2022-06-03,673ef5fdb440509a01001234
2189,Attempt,Class single point describe adult great newspaper down vote suddenly she.,2014-07-31,Pending,2018-05-02,673ef5fd1c6a019817001234
2190,Kidnapping,Easy key nice hand create certainly culture suffer huge policy investment.,2015-02-02,Pending,2015-09-12,673ef5fd0a87257e53001234
2191,Theft,Argue person kitchen pattern foot goal military political production expert physical.,2008-02-04,Investigating,2022-05-25,673ef5fd71560ce98c001234
2192,Theft,Either modern out guy along cover growth indicate tough protect.,2006-06-19,Investigating,2008-08-16,673ef5fd14ea0d5b0c001234
2193,Attempt,Support market management per want send hear PM form face.,2023-04-27,Pending,2024-09-25,673ef5fdca0daec69b001234
2194,Kidnapping,Capital cut memory here tend maybe least first.,2008-11-19,Pending,2005-11-30,673ef5fdcdf1e288ca001234
2195,Murder,List behind try resource however system remain compare treatment.,2014-03-28,Investigating,2013-06-21,673ef5fd8c5f6ecd29001234
2196,Theft,Draw west them paper education speech energy.,2020-04-03,Closed,2007-10-30,673ef5fd25db67c565001234
2197,Murder,Kitchen art family ten eye training ask hotel degree.,2006-12-24,Closed,2018-06-25,673ef5fdea119a40c1001234
2198,Kidnapping,Exactly north trip each in worry air level discussion seek method more.,2013-10-23,Closed,2014-12-30,673ef5fd6832a7b24b001234
2199,Attempt,Capital attorney accept police fall information behavior.,2008-09-18,Pending,2014-01-28,673ef5fd1145a30ff8001234
2200,Theft,Some people sister such final sport serious.,2018-09-24,Closed,2005-09-13,673ef5fd5249ee8e0c001234
2201,Theft,Tend become fight wait cover me travel.,2023-05-03,Closed,2012-02-29,673ef5fde45823afe1001234
2202,Murder,Set senior much benefit east total find however whatever technology attorney.,2010-12-30,Pending,2016-11-01,673ef5fddd28e50635001234
2203,Murder,Build wall foreign reason peace from key talk more.,2022-07-10,Closed,2023-01-17,673ef5fd2d969e2cee001234
2204,Attempt,Know my significant ground from couple in glass cover recent enough attorney.,2016-10-02,Closed,2015-03-12,673ef5fd4b4edc2630001234
2205,Murder,Respond project experience win give leader miss.,2017-08-11,Closed,2008-01-14,673ef5fd06d5ae105e001234
2206,Murder,Central sport teacher decision seek upon rate last their.,2010-01-02,Pending,2020-03-02,673ef5fdfea9c11c4a001234
2207,Murder,Appear stop report hour too agreement break blue form everyone nothing beat.,2023-11-15,Investigating,2013-04-02,673ef5fd4aecfbe5d2001234
2208,Theft,Rest evening maybe firm yeah worry feeling type artist particular area trade approach.,2011-07-30,Investigating,2007-10-04,673ef5fdcd3afef9b8001234
2209,Murder,Boy month staff picture here vote skin health think place radio detail material.,2009-07-04,Closed,2017-03-06,673ef5fddb116b39f7001234
2210,Attempt,Unit several plant thousand in interest morning year present sort usually.,2007-12-04,Pending,2008-02-16,673ef5fd1368ba1ab6001234
2211,Theft,Themselves half say nature whole surface manage.,2012-02-17,Closed,2012-11-17,673ef5fd3323fe11e9001234
2212,Attempt,Experience key sound character can table point base despite report.,2008-10-13,Closed,2008-04-09,673ef5fd05a7045451001234
2213,Murder,Story board deal political beyond unit draw star world.,2019-07-19,Closed,2019-02-25,673ef5fd01894d6f04001234
2214,Murder,Firm song partner decade baby small range Republican movie by camera cup unit.,2024-01-30,Pending,2010-01-08,673ef5fdf3d9de8646001234
2215,Kidnapping,Sure answer sport member eat almost.,2019-10-02,Closed,2018-09-13,673ef5fd02e656adee001234
2216,Murder,Night customer body part sell many material.,2011-07-03,Investigating,2008-10-15,673ef5fd5938b4d054001234
2217,Attempt,More kid ask bank debate street could sound operation four.,2024-01-28,Closed,2011-04-29,673ef5fdb5c0150304001234
2218,Kidnapping,Doctor food think try against without military yet whatever child very community.,2017-09-11,Closed,2005-07-10,673ef5fdb0df2270be001234
2219,Murder,Community ok drop pretty choose case.,2019-12-22,Pending,2004-12-31,673ef5fd13111c20ae001234
2220,Kidnapping,Agreement religious record run economy finish before listen.,2013-05-12,Investigating,2014-01-22,673ef5fdd2a27e83d4001234
2221,Attempt,Shake drive note economy help particularly street chance though.,2005-10-16,Pending,2013-03-06,673ef5fd598920e11d001234
2222,Theft,Six physical society fall discover answer go.,2024-02-06,Pending,2008-07-28,673ef5fd934b535800001234
2223,Attempt,Into bag glass card night pass push.,2017-09-11,Closed,2006-09-13,673ef5fd04048aeca2001234
2224,Theft,Drop garden reveal marriage best much Mrs yourself treat their skin.,2008-09-14,Pending,2024-10-12,673ef5fd8ca8da41fe001234
2225,Kidnapping,Compare movie recent describe great understand dark coach throw.,2020-05-31,Pending,2022-05-05,673ef5fd443dec3062001234
2226,Murder,Book traditional gun generation break price family sure story employee something call can.,2018-11-23,Investigating,2022-02-28,673ef5fd01eee509ee001234
2227,Attempt,Wrong sister become many although those any short thing.,2016-02-16,Pending,2008-12-08,673ef5fdefdf562ce2001234
2228,Attempt,Rather own whatever town develop operation.,2015-03-09,Pending,2015-06-04,673ef5fd4ae67a7dd7001234
2229,Murder,Nearly size court goal over he argue child participant time respond not peace.,2020-07-30,Closed,2012-09-05,673ef5fd6cd9313ed3001234
2230,Attempt,Successful about onto price behavior term account everyone not.,2013-01-02,Investigating,2007-02-13,673ef5fd329e6581ef001234
2231,Murder,High artist public between sort expect despite dark indicate term drop half buy store.,2008-07-11,Closed,2009-01-15,673ef5fd2a8a812400001234
2232,Attempt,Again design same perhaps town long picture not argue.,2007-11-17,Pending,2022-12-25,673ef5fd3e6260b818001234
2233,Kidnapping,Animal west argue least nothing image black.,2018-04-16,Closed,2010-01-03,673ef5fde0f7a4d0ef001234
2234,Kidnapping,Couple record only weight century plant baby too someone.,2013-08-12,Investigating,2017-02-06,673ef5fd653ac11ca6001234
2235,Murder,Machine house spring successful different eat notice.,2024-07-18,Investigating,2024-03-24,673ef5fdb0b79da57b001234
2236,Kidnapping,Particular sense hotel responsibility better bed movement world age require area.,2007-07-10,Closed,2017-05-16,673ef5fd3dd9424294001234
2237,Attempt,Wish rule stay suffer message evidence late may year a hair fund.,2012-10-12,Investigating,2018-12-20,673ef5fdb166b57d19001234
2238,Murder,Story easy blue national morning production hope cell course finally appear able stand.,2009-09-14,Pending,2005-11-04,673ef5fd2952351097001234
2239,Theft,Woman involve move ten spring draw.,2023-12-25,Pending,2024-02-05,673ef5fd487d4c6a32001234
2240,Theft,Than society town piece significant art plan large base same.,2010-06-24,Investigating,2011-03-08,673ef5fdd4dd111a4f001234
2241,Murder,Four hold rate eye during find do item thousand gun child.,2018-09-16,Investigating,2013-07-25,673ef5fdb6e32320fa001234
2242,Attempt,Trouble woman pick Congress about fill phone.,2020-11-27,Pending,2008-01-21,673ef5fd1a3f91fead001234
2243,Theft,And management green work others manager fund wait somebody.,2021-11-17,Closed,2009-10-18,673ef5fd90aef91f0d001234
2244,Theft,Art security career do while that rest good.,2006-03-01,Closed,2006-02-23,673ef5fd3147da8ab4001234
2245,Theft,Huge involve growth note tend approach budget.,2006-05-21,Closed,2022-03-23,673ef5fd10907813b9001234
2246,Theft,Town rock owner quickly key almost from national development public smile particular music.,2018-03-31,Pending,2006-09-02,673ef5fd758a06618c001234
2247,Attempt,Source ok have control policy commercial network without move study simply nice condition.,2022-06-01,Investigating,2006-07-25,673ef5fddf1f1d20ee001234
2248,Kidnapping,Out reflect term sort resource collection.,2023-10-29,Investigating,2006-04-02,673ef5fdbe6c7b094f001234
2249,Attempt,Card discussion first reason road step include structure skin nation.,2020-10-16,Closed,2005-03-28,673ef5fd243facb295001234
2250,Kidnapping,Stand wall top sea these true.,2007-07-24,Investigating,2014-05-15,673ef5fda07c2f3b3b001234
2251,Theft,Add beautiful get according direction force many give yet right tell star career.,2020-12-14,Closed,2014-05-21,673ef5fdd5e2c0adad001234
2252,Theft,Admit forward card first that drug everything wonder hospital energy its.,2023-02-13,Closed,2017-12-12,673ef5fd635440afdf001234
2253,Theft,Admit item Republican develop drive letter.,2024-03-31,Closed,2020-09-16,673ef5fdce6c92303f001234
2254,Kidnapping,Meet finally stay develop true rich throughout open sort safe model lead story.,2021-06-21,Investigating,2008-12-26,673ef5fd38651c4450001234
2255,Attempt,Relationship improve building cost away claim space civil.,2012-08-15,Closed,2012-06-15,673ef5fdc2ba1bc54b001234
2256,Attempt,Party control wait name oil report if.,2023-03-23,Pending,2011-09-03,673ef5fdf6c79f4af4001234
2257,Attempt,Hard upon five most stay present everything expert minute.,2016-04-20,Pending,2021-10-13,673ef5fdd6288499d0001234
2258,Attempt,Bed brother remain to sea tough person place military weight.,2015-05-25,Pending,2006-06-19,673ef5fd2d3acd3e24001234
2259,Attempt,Method court white lose person authority.,2005-10-11,Pending,2009-12-21,673ef5fd04ad563202001234
2260,Kidnapping,Bit mission collection area pattern prepare option ready decade continue eye.,2007-09-21,Investigating,2005-12-08,673ef5fd4cb811134b001234
2261,Kidnapping,Remain believe wife go development life.,2013-03-31,Closed,2015-02-20,673ef5fdbbaa9d6a14001234
2262,Attempt,Would seven collection movement address hold example soldier piece summer.,2011-01-04,Investigating,2007-09-14,673ef5fd0233f3bb96001234
2263,Theft,Four respond song wind same tax partner during left eight.,2013-02-14,Investigating,2020-01-30,673ef5fd26505e0494001234
2264,Kidnapping,Lot south institution protect law place after.,2005-05-07,Investigating,2023-10-29,673ef5fdccbd8ca962001234
2265,Murder,Down we exist end suggest statement nor material evidence south.,2020-09-03,Investigating,2022-05-30,673ef5fd66e8ba8216001234
2266,Attempt,Reveal end response so charge final ten expert.,2005-09-10,Closed,2024-10-02,673ef5fdeb76c035d5001234
2267,Attempt,Strong boy tax American fast southern point individual a trial stuff.,2019-02-23,Investigating,2021-09-26,673ef5fd53ed35c74a001234
2268,Kidnapping,High decide than current hand race particularly.,2011-10-18,Pending,2010-01-27,673ef5fd2b8eba3cb0001234
2269,Murder,Weight speak start until receive continue us interest year.,2006-02-16,Pending,2018-03-13,673ef5fd51de85ddd0001234
2270,Attempt,Social owner talk indicate during magazine despite.,2015-05-08,Investigating,2007-11-08,673ef5fdcd0f74b595001234
2271,Kidnapping,Reach south also miss Congress ago such third he region.,2014-02-12,Pending,2005-01-27,673ef5fda376033f78001234
2272,Murder,Fall size again cover none sing general could.,2012-01-30,Closed,2010-01-13,673ef5fd743394beff001234
2273,Theft,Sea one somebody debate hour less speak state positive water religious.,2014-09-23,Closed,2018-05-30,673ef5fd074177d3eb001234
2274,Theft,Understand between land sometimes call provide six power box.,2008-05-08,Investigating,2006-06-19,673ef5fd95f8d9901c001234
2275,Kidnapping,Himself computer treat top believe stop.,2009-01-29,Investigating,2022-03-13,673ef5fdcd0cbcc668001234
2276,Attempt,Must wife small resource each with can store them meeting hospital science.,2016-10-10,Investigating,2018-07-22,673ef5fd6150ccc606001234
2277,Theft,Information art discussion firm yes song mission those practice list ago.,2015-03-09,Pending,2021-02-06,673ef5fdfe40fb944e001234
2278,Attempt,Down data PM per rule who firm small food crime.,2010-03-09,Pending,2016-02-16,673ef5fdcc7e2b8788001234
2279,Attempt,Policy dream morning chance great feeling north radio stand.,2005-03-26,Pending,2012-05-19,673ef5fd9667150152001234
2280,Kidnapping,Across particularly ability late production yet home billion Mr good I.,2011-02-18,Investigating,2012-06-21,673ef5fddc16622ddc001234
2281,Murder,Manager human as expect old something.,2008-03-08,Pending,2021-07-05,673ef5fd0f46c64b74001234
2282,Theft,Company fact computer reason firm sense like view fact.,2006-02-16,Pending,2013-05-19,673ef5fdd6bcb486f7001234
2283,Theft,Along staff western information program night federal.,2005-10-15,Pending,2018-02-04,673ef5fd716e1b8c6c001234
2284,Theft,Different soon president focus oil actually create contain.,2021-07-20,Investigating,2009-02-01,673ef5fd80537a945c001234
2285,Murder,Rule nor deal reflect into appear occur movie actually stay recently.,2020-02-01,Pending,2016-07-20,673ef5fdae1eaa32d1001234
2286,Kidnapping,Poor oil standard half strong word case.,2005-02-28,Investigating,2011-11-06,673ef5fdfa2431bf9d001234
2287,Theft,Management difference party plant hotel him room sport modern red across.,2014-06-09,Pending,2008-08-14,673ef5fd5b8e4fd39d001234
2288,Theft,Similar staff enter especially market night sit often expert move.,2006-10-06,Pending,2017-03-19,673ef5fdc3614206a4001234
2289,Attempt,By practice score at move everybody choice government.,2006-12-25,Pending,2024-06-11,673ef5fd43351f7bf9001234
2290,Murder,Physical nearly oil way far home.,2009-10-01,Investigating,2006-07-19,673ef5fd1177967c79001234
2291,Theft,And wonder under shake report dark memory.,2009-05-08,Closed,2017-02-09,673ef5fd98e6f17209001234
2292,Attempt,Low land hour voice seek lay woman.,2010-06-04,Closed,2008-06-15,673ef5fd47810f956e001234
